tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2,tbl6pk
Table 6,2024,3,30994,34653,"Charleston, SC","Tulsa, OK",931,28,272.24,AA,0.3577,285.07,WN,0.2654,202.73,0,,,202433099434653
Table 6,2024,3,30994,34696,"Charleston, SC","South Bend, IN",699,14,256.06,AA,0.5420,247.49,AA,0.5420,247.49,0,,,202433099434696
Table 6,2024,3,30994,34783,"Charleston, SC","Springfield, MO",813,19,282.64,AA,0.5058,276.13,AA,0.5058,276.13,0,,,202433099434783
Table 6,2024,3,30994,34986,"Charleston, SC","Sarasota/Bradenton, FL",408,18,248.16,DL,0.6527,225.05,DL,0.6527,225.05,0,,,202433099434986
Table 6,2024,3,30994,35096,"Charleston, SC","Syracuse, NY",736,98,147.03,MX,0.5199,86.58,MX,0.5199,86.58,0,,,202433099435096
Table 6,2024,3,30994,35380,"Charleston, SC","Traverse City, MI",869,13,319.30,AA,0.5546,240.53,AA,0.5546,240.53,0,,,202433099435380
Table 6,2024,3,30994,35412,"Charleston, SC","Knoxville, TN",302,11,356.74,DL,0.5096,386.83,AA,0.4904,325.47,0,,,202433099435412
Table 6,2024,3,31003,30189,"Cedar Rapids/Iowa City, IA","Colorado Springs, CO",717,11,236.53,UA,0.7347,236.52,AA,0.2143,225.95,0,,,202433100330189
Table 6,2024,3,31003,30194,"Cedar Rapids/Iowa City, IA","Dallas/Fort Worth, TX",685,132,302.56,AA,0.8737,318.20,F9,0.0747,108.69,0,,,202433100330194
Table 6,2024,3,31003,30198,"Cedar Rapids/Iowa City, IA","Pittsburgh, PA",606,19,242.28,AA,0.5642,232.24,AA,0.5642,232.24,0,,,202433100330198
Table 6,2024,3,31003,30325,"Cedar Rapids/Iowa City, IA","Denver, CO",692,325,145.19,UA,0.6173,181.36,F9,0.3686,80.54,-1,,,202433100330325
Table 6,2024,3,31003,30436,"Cedar Rapids/Iowa City, IA","Tucson, AZ",1254,14,283.70,AA,0.6667,275.86,AA,0.6667,275.86,0,,,202433100330436
Table 6,2024,3,31003,30466,"Cedar Rapids/Iowa City, IA","Phoenix, AZ",1252,248,168.73,AA,0.4809,244.32,G4,0.4691,86.06,-1,,,202433100330466
Table 6,2024,3,31003,30529,"Cedar Rapids/Iowa City, IA","Hartford, CT",979,22,247.19,AA,0.5000,224.30,AA,0.5000,224.30,0,,,202433100330529
Table 6,2024,3,31003,30559,"Cedar Rapids/Iowa City, IA","Seattle, WA",1545,72,330.00,UA,0.3625,352.69,AA,0.2764,321.22,0,,,202433100330559
Table 6,2024,3,31003,30647,"Cedar Rapids/Iowa City, IA","Cleveland, OH (Metropolitan Area)",537,15,303.53,UA,0.6296,300.58,UA,0.6296,300.58,0,,,202433100330647
Table 6,2024,3,31003,30693,"Cedar Rapids/Iowa City, IA","Nashville, TN",481,42,166.27,G4,0.4935,72.85,G4,0.4935,72.85,0,,,202433100330693
Table 6,2024,3,31003,30852,"Cedar Rapids/Iowa City, IA","Washington, DC (Metropolitan Area)",813,140,275.22,AA,0.7481,270.76,AA,0.7481,270.76,0,,,202433100330852
Table 6,2024,3,31003,30977,"Cedar Rapids/Iowa City, IA","Chicago, IL",196,62,201.79,UA,0.6730,206.51,AA,0.3252,192.42,0,,,202433100330977
Table 6,2024,3,31003,30994,"Cedar Rapids/Iowa City, IA","Charleston, SC",891,19,211.90,AA,0.7062,202.74,AA,0.7062,202.74,0,,,202433100330994
Table 6,2024,3,31003,31057,"Cedar Rapids/Iowa City, IA","Charlotte, NC",742,57,317.73,AA,0.9448,316.64,AA,0.9448,316.64,0,,,202433100331057
Table 6,2024,3,31003,31066,"Cedar Rapids/Iowa City, IA","Columbus, OH",479,16,278.60,UA,0.5068,278.45,DL,0.1284,248.48,0,,,202433100331066
Table 6,2024,3,31003,31135,"Cedar Rapids/Iowa City, IA","Myrtle Beach, SC",898,11,222.45,AA,0.7723,214.51,AA,0.7723,214.51,0,,,202433100331135
Table 6,2024,3,31003,31136,"Cedar Rapids/Iowa City, IA","Jacksonville, FL",963,21,239.74,AA,0.6821,222.35,AA,0.6821,222.35,0,,,202433100331136
Table 6,2024,3,31003,31295,"Cedar Rapids/Iowa City, IA","Detroit, MI",430,18,356.48,UA,0.4329,354.75,AA,0.2195,284.14,0,,,202433100331295
Table 6,2024,3,31003,31453,"Cedar Rapids/Iowa City, IA","Houston, TX",867,49,253.20,AA,0.5714,224.40,AA,0.5714,224.40,0,,,202433100331453
Table 6,2024,3,31003,31454,"Cedar Rapids/Iowa City, IA","Orlando, FL",1097,68,245.43,AA,0.6135,220.23,AA,0.6135,220.23,0,,,202433100331454
Table 6,2024,3,31003,31481,"Cedar Rapids/Iowa City, IA","Panama City, FL",860,12,218.04,AA,0.5225,203.51,AA,0.5225,203.51,0,,,202433100331481
Table 6,2024,3,31003,31638,"Cedar Rapids/Iowa City, IA","Fresno, CA",1534,12,302.48,AA,0.6071,290.59,AA,0.6071,290.59,0,,,202433100331638
Table 6,2024,3,31003,31650,"Cedar Rapids/Iowa City, IA","Minneapolis/St. Paul, MN",220,30,276.77,DL,0.9709,277.26,UA,0.0291,260.48,0,,,202433100331650
Table 6,2024,3,31003,31703,"Cedar Rapids/Iowa City, IA","New York City, NY (Metropolitan Area)",936,113,267.36,AA,0.5260,227.71,AA,0.5260,227.71,0,,,202433100331703
Table 6,2024,3,31003,31714,"Cedar Rapids/Iowa City, IA","Fort Myers, FL",1200,17,273.59,AA,0.5438,279.58,DL,0.2438,241.64,0,,,202433100331714
Table 6,2024,3,31003,31871,"Cedar Rapids/Iowa City, IA","Greenville/Spartanburg, SC",705,12,237.44,AA,0.6789,217.11,AA,0.6789,217.11,0,,,202433100331871
Table 6,2024,3,31003,31884,"Cedar Rapids/Iowa City, IA","Spokane, WA",1324,18,285.57,UA,0.4121,311.59,AA,0.1879,251.14,0,,,202433100331884
Table 6,2024,3,31003,31995,"Cedar Rapids/Iowa City, IA","Greensboro/High Point, NC",748,11,209.37,AA,0.5859,209.31,DL,0.2323,165.43,0,,,202433100331995
Table 6,2024,3,31003,32070,"Cedar Rapids/Iowa City, IA","Harrisburg, PA",789,10,289.13,AA,0.6526,304.54,UA,0.2947,258.00,0,,,202433100332070
Table 6,2024,3,31003,32211,"Cedar Rapids/Iowa City, IA","Las Vegas, NV",1319,120,172.29,G4,0.5286,96.91,G4,0.5286,96.91,0,,,202433100332211
Table 6,2024,3,31003,32457,"Cedar Rapids/Iowa City, IA","San Francisco, CA (Metropolitan Area)",1650,73,296.17,UA,0.4431,330.73,DL,0.1287,284.16,0,,,202433100332457
Table 6,2024,3,31003,32467,"Cedar Rapids/Iowa City, IA","Miami, FL (Metropolitan Area)",1286,75,202.89,AA,0.4949,234.70,G4,0.2641,80.82,0,,,202433100332467
Table 6,2024,3,31003,32575,"Cedar Rapids/Iowa City, IA","Los Angeles, CA (Metropolitan Area)",1550,149,254.28,AA,0.3969,292.62,G4,0.2317,88.15,0,,,202433100332575
Table 6,2024,3,31003,33105,"Cedar Rapids/Iowa City, IA","Cincinnati, OH",419,10,268.88,UA,0.5417,261.77,DL,0.2604,254.61,0,,,202433100333105
Table 6,2024,3,31003,33192,"Cedar Rapids/Iowa City, IA","Sacramento, CA",1586,24,296.68,UA,0.5785,305.19,AA,0.2825,268.86,0,,,202433100333192
Table 6,2024,3,31003,33195,"Cedar Rapids/Iowa City, IA","Tampa, FL (Metropolitan Area)",1090,144,117.74,G4,0.7995,89.90,G4,0.7995,89.90,0,,,202433100333195
Table 6,2024,3,31003,33214,"Cedar Rapids/Iowa City, IA","San Antonio, TX",932,29,227.78,AA,0.6226,219.91,AA,0.6226,219.91,0,,,202433100333214
Table 6,2024,3,31003,33244,"Cedar Rapids/Iowa City, IA","Memphis, TN",481,10,281.97,DL,0.5109,289.91,AA,0.3587,265.98,0,,,202433100333244
Table 6,2024,3,31003,33495,"Cedar Rapids/Iowa City, IA","New Orleans, LA",824,21,256.56,AA,0.5864,254.00,UA,0.1466,219.24,0,,,202433100333495
Table 6,2024,3,31003,33570,"Cedar Rapids/Iowa City, IA","San Diego, CA",1531,57,303.17,AA,0.4810,300.65,AA,0.4810,300.65,0,,,202433100333570
Table 6,2024,3,31003,33667,"Cedar Rapids/Iowa City, IA","Norfolk, VA (Metropolitan Area)",897,22,231.02,AA,0.5446,221.43,DL,0.1634,219.72,0,,,202433100333667
Table 6,2024,3,31003,33728,"Cedar Rapids/Iowa City, IA","Pensacola, FL",826,19,204.47,AA,0.5909,219.34,DL,0.3409,183.18,0,,,202433100333728
Table 6,2024,3,31003,33851,"Cedar Rapids/Iowa City, IA","Oklahoma City, OK",549,11,321.74,AA,0.7653,323.06,AA,0.7653,323.06,0,,,202433100333851
